appid,name,release_date,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime
639130,Ultrawings                                ,2017-07-20,0,10,228,26,0,0
639170,Minecraft: Story Mode - Season Two        ,2017-07-11,0,30,1117,121,517,517
639190,Sankhara                                  ,2017-08-08,0,0,9,5,0,0
639220,Throttle Powah VR                         ,2017-05-30,0,0,33,8,0,0
639230,Rival Books of Aster                      ,2017-06-20,0,0,37,14,0,0
639240,CodeRed: Agent Sarah's Story - Day one    ,2017-12-12,0,17,6,2,0,0
639270,Operation Warcade VR                      ,2017-08-04,0,20,190,5,0,0
639280,Lander 8009 VR                            ,2017-06-16,0,0,7,2,0,0
639300,Age of Gladiators II: Death League        ,2017-09-21,0,38,44,23,0,0
639320,Fading                                    ,2017-12-22,0,9,6,2,0,0
639450,"Don't Tax Me, Bro!                        ",2017-06-05,0,12,38,8,0,0
639460,Zombie Riot                               ,2017-05-25,0,0,43,14,0,0
639470,Original Journey                          ,2017-08-16,0,28,73,15,0,0
639490,Umineko When They Cry - Answer Arcs       ,2017-11-17,0,23,91,1,0,0
639560,Spacescape                                ,2018-03-28,0,0,16,2,0,0
639720,A Bloody Night                            ,2017-06-22,0,27,60,16,0,0
639730,Murder In Tehran's Alleys 2016            ,2017-06-08,0,0,7,2,0,0
639770,UNTITLED                                  ,2017-06-02,0,9,23,2,0,0
639780,Deep Space Waifu: FLAT JUSTICE            ,2017-12-07,18,69,1449,67,143,143
639790,DEEP SPACE WAIFU                          ,2017-05-31,18,69,7222,252,167,192
639840,FIELD BREAKING                            ,2017-06-03,0,6,13,10,0,0
639920,Escape The Gray                           ,2017-06-01,0,10,1,2,0,0
639960,OzGrind Virtual Reality Showroom          ,2017-07-20,0,0,2,1,0,0
640050,Soldiers of the Universe                  ,2017-11-30,0,0,206,191,0,0
640090,Zarya-1: Mystery on the Moon              ,2017-05-30,0,0,36,3,0,0
640120,Youropa                                   ,2018-06-27,0,14,78,0,0,0
640150,Tale of Toast                             ,2018-02-23,0,14,334,313,45,45
640210,Just One Line                             ,2018-09-12,0,29,64,17,0,0
640250,Kitty Hawk                                ,2018-01-03,0,0,3,0,0,0
640290,Super Multitasking                        ,2018-02-22,0,33,10,0,0,0
640300,Run Of Mydan                              ,2017-07-28,0,7,29,3,0,0
640310,Drive-By Hero                             ,2017-06-19,0,5394,45,78,0,0
640340,Serious Sam: Tormental                    ,2019-04-02,0,0,34,4,0,0
640380,UBERMOSH Vol.5                            ,2017-05-25,0,22,204,9,21,32
640430,Dragon's Dungeon: Awakening               ,2017-08-11,0,40,56,26,0,0
640590,The LEGO® NINJAGO® Movie Video Game     ,2017-10-13,0,50,196,41,0,0
640600,Bleeding Kansas                           ,2017-07-23,0,4,0,3,0,0
640690,Super Tony Land                           ,2018-04-19,0,0,9,2,0,0
640760,Code51:Mecha Arena                        ,2018-08-28,12,37,25,4,0,0
640800,Skyfront VR                               ,2019-03-08,0,0,92,27,0,0
640820,Pathfinder: Kingmaker                     ,2018-09-25,0,67,6063,2426,1642,1751
640850,Azorian Kings                             ,2018-06-21,0,45,84,35,0,0
640880,Hyper Sentinel                            ,2018-05-10,0,34,31,3,0,0
640890,Will Glow the Wisp                        ,2017-09-15,0,20,21,2,0,0
640970,In Game Adventure: Legend of Monsters     ,2017-06-29,0,30,80,25,0,0
640990,Fashioning Little Miss Lonesome           ,2017-09-08,0,29,104,14,0,0
641050,StroodleDoodle                            ,2017-09-14,0,0,2,0,0,0
641080,Trials® Rising                           ,2019-02-26,0,0,412,346,1281,1281
641590,Perplexigon                               ,2017-09-21,0,0,2,1,0,0
641780,The Drone Racing League Simulator         ,2017-11-01,0,0,315,113,0,0
641860,Trenches of War                           ,2017-07-06,0,0,23,3,0,0
641870,symeCu8e                                  ,2017-07-04,0,0,1,2,0,0
641910,Bike Rush                                 ,2018-01-15,0,10,21,23,0,0
641950,Last Stonelord                            ,2017-09-27,0,0,15,7,0,0
641960,BOXVR                                     ,2017-06-13,0,0,443,58,157,157
641980,Block Survival: Legend of the Lost Islands,2017-07-14,0,24,53,8,0,0
641990,The Escapists 2                           ,2017-08-21,0,58,5085,1167,674,950
642000,Regenesis Arcade Lite                     ,2017-11-20,0,10,27,12,0,0
642070,VR Theme Park Rides                       ,2017-06-08,0,0,10,13,0,0
642090,Coming Out on Top                         ,2017-10-12,0,32,384,21,0,0
642170,Legendary Hunter VR                       ,2017-08-24,0,9,25,5,0,0
642190,Beer Pong League                          ,2018-11-30,0,0,15,0,0,0
642390,Blocksworld                               ,2017-09-25,0,0,233,153,0,0
642520,Trio                                      ,2017-06-08,0,678,58,38,0,0
642560,Art Of Gravity                            ,2017-06-13,0,9,349,26,0,0
642570,Flame of Mirrors                          ,2017-07-19,0,0,0,1,0,0
642580,Cally's Caves 4                           ,2018-01-09,0,72,58,18,6,6
642600,Burst Fighter                             ,2017-09-16,0,21,13,0,0,0
642610,Shape of the World                        ,2018-06-05,0,26,99,4,0,0
642650,Pepper's Puzzles                          ,2017-08-08,0,30,42,2,0,0
642660,VRemedies - MRI Procedure Experience      ,2018-05-09,0,0,1,1,0,0
642680,Treasure Bolt                             ,2017-12-18,0,0,0,2,0,0
642700,The Murder Room VR                        ,2017-05-31,0,0,5,7,0,0
642730,Virtual SlotCars                          ,2017-06-09,0,24,25,1,0,0
642770,Vinyl Reality                             ,2017-11-16,0,0,78,5,0,0
642830,Milanoir                                  ,2018-05-31,0,34,30,10,0,0
642840,Red Bull Doodle Art - Global VR Gallery   ,2017-06-30,0,0,5,0,0,0
643200,Keep in Mind: Remastered                  ,2018-03-08,0,0,48,14,0,0
643260,Break Stuff With Coins                    ,2018-05-03,0,134,13,1,0,0
643270,OLDTV                                     ,2017-07-15,0,48,4293,219,25,10
643590,Everyday Golf VR                          ,2017-07-12,0,24,18,12,0,0
643600,Quadrant M4                               ,2017-05-29,0,5000,43,121,0,0
643610,Mortal Blitz                              ,2017-07-19,0,36,36,9,0,0
643620,Night Trap - 25th Anniversary Edition     ,2017-08-15,0,30,70,18,0,0
643700,Super Sports Surgery                      ,2017-06-22,0,40,32,10,0,0
643810,Fugl                                      ,2017-09-14,0,0,194,34,0,0
643820,ShadowSide                                ,2018-08-17,0,34,90,47,0,0
643830,Botlike - a robot's rampage               ,2017-09-14,0,0,52,5,0,0
643870,Kitten Adventures in City Park            ,2017-09-08,0,4,306,26,0,0
643880,Strikey Sisters                           ,2017-06-01,0,10,412,28,762,762
643900,Alvora Tactics                            ,2017-06-01,0,15,42,5,0,0
643950,A Handful of Keflings                     ,2018-01-25,0,20,4,7,0,0
643960,Cursed Treasure 2                         ,2017-07-21,0,53,99,22,0,0
643970,Return to Planet X                        ,2018-09-07,0,0,9,5,0,0
643980,Ironbound                                 ,2018-01-04,0,26,143,65,6,6
644010,Racing Glider                             ,2018-05-03,0,0,19,8,0,0
644080,Alphabear: Hardcover Edition              ,2017-08-23,0,10,67,13,82,82
644090,MoonDigger                                ,2018-01-21,0,0,18,7,0,0
644100,RUN ROOMS                                 ,2017-11-02,0,34,235,95,277,281
644110,Lone Pirate VR                            ,2017-05-26,0,7,7,6,0,0
644120,AfterTime                                 ,2018-01-18,0,0,7,4,0,0
644160,Reflecting Fate                           ,2017-07-10,0,0,30,17,0,0
644200,Starlight of Aeons                        ,2017-12-08,0,8,154,32,0,0
644290,MEMORIES OF MARS                          ,2018-06-05,0,37,456,335,23,23
644330,In The Dark                               ,2018-07-31,0,22,1,1,0,0
644370,Howard Phillips Lovecar                   ,2018-10-01,0,11,24,2,0,0
644380,Hegis' Grasp: Evil Resurrected            ,2017-10-12,0,33,13,10,0,0
644390,D&D Lords of Waterdeep                    ,2017-09-01,0,76,201,33,0,0
644400,RoboTraps                                 ,2017-06-20,0,0,3,0,0,0
644420,Xion                                      ,2018-08-29,0,0,28,7,0,0
644480,Outbreak: The New Nightmare               ,2018-01-05,0,18,142,58,0,0
644530,The Maid_san's Caving Adventure - メイ�,2017-06-21,0,0,9,7,0,0
644540,Dies irae ~Amantes amentes~               ,2017-06-02,0,0,262,51,244,244
644550,篱笆庄秘闻 / Mysteries of Fence      ,2017-07-27,0,5,230,25,0,0
644560,Mirror                                    ,2018-04-19,0,114,21474,702,281,291
644570,Material Girl                             ,2017-06-20,0,0,6922,648,221,202
644580,Slash or Die 2                            ,2018-07-12,0,10,13,0,0,0
644610,Drums Hero PC                             ,2017-06-21,0,0,18,8,0,0
644640,Band of Defenders                         ,2018-04-05,0,45,163,139,0,0
644660,Lathe Safety Simulator                    ,2017-06-06,0,0,17,4,0,0
644670,DEUS VULT | Online VR sword fighting      ,2017-05-26,0,0,74,28,0,0
644680,Libra of the Vampire Princess: Lycoris & A,2017-07-07,0,8,4,3,0,0
644710,Gary Grigsby's War in the West            ,2017-08-03,0,0,55,4,0,0
644740,VRun                                      ,2017-06-01,0,0,2,0,0,0
644760,Streetball VR                             ,2017-06-01,0,6,9,11,0,0
644890,DarkLast                                  ,2018-02-15,0,0,8,10,0,0
644930,They Are Billions                         ,2017-12-12,0,30,11377,1921,1712,1437
645090,Zup! 5                                    ,2017-06-13,0,2130,1512,126,170,252
645150,Unborne                                   ,2018-02-19,0,0,3,4,0,0
645240,Costumenaut                               ,2017-09-22,0,0,5,0,0,0
645260,Trophy Fishing 2                          ,2017-07-13,0,225,405,198,34,35
645280,MYSTIC VR                                 ,2017-07-21,0,0,6,2,0,0
645290,Mechanism                                 ,2018-07-19,0,18,67,21,0,0
645330,Frontline Heroes VR                       ,2018-06-29,0,10,7,9,0,0
645340,Relax Walk VR                             ,2017-05-31,0,6,21,13,0,0
645360,Cube XL                                   ,2018-03-12,0,11,7,9,0,0
645380,Heroes of Umbra                           ,2018-05-31,0,27,20,5,0,0
645410,Ominous Tales: The Forsaken Isle          ,2017-06-19,0,0,8,3,0,0
645420,Entwined: Strings of Deception            ,2017-06-22,0,0,12,4,0,0
645440,Tearstone                                 ,2017-06-19,0,0,2,10,0,0
645450,Gravity Quest                             ,2017-06-23,0,5,49,10,0,0
645460,Mind Maze                                 ,2017-06-23,0,19,34,16,0,0
645470,LOG the game                              ,2017-07-06,0,0,5,2,0,0
645480,Spider-Man: Homecoming - Virtual Reality E,2017-06-30,0,0,196,126,9,9
645500,Cat Sorter VR                             ,2017-08-29,0,0,18,1,0,0
645630,Car Mechanic Simulator 2018               ,2017-07-28,0,60,9390,2752,724,698
645650,Chickens Madness                          ,2018-02-15,0,0,6,5,0,0
645690,Fantasia of the Wind - 风之幻想曲    ,2017-10-25,0,66,159,17,0,0
645710,Crazy Catman                              ,2017-06-01,0,6,97,75,9,9
645730,RESONANCE OF FATE™/END OF ETERNITY™ 4K,2018-10-17,0,47,291,56,1711,1711
645750,Rule with an Iron Fish - A Pirate Fishing ,2017-08-24,0,12,23,0,0,0
645780,Robot Pirates                             ,2017-06-09,0,30,5,3,0,0
645790,Home Wars                                 ,2017-06-13,0,0,291,156,0,0
645820,Odysseus Kosmos and his Robot Quest (Compl,2017-12-01,0,72,81,3,1,1
645830,Son Korsan                                ,2017-06-27,0,0,26,67,0,0
645860,Spartan VR                                ,2017-08-25,12,15,7,5,0,0
645920,Dreamstones                               ,2017-11-09,0,25,51,12,0,0
645930,Zero Killed                               ,2018-10-05,0,0,11,18,0,0
645940,OneScreen Solar Sails                     ,2017-06-16,0,0,17,7,0,0
646010,Golem                                     ,2018-05-29,0,14,16,6,0,0
646050,Past Cure                                 ,2018-02-23,16,13,20,32,0,0
646100,Woodlands                                 ,2017-09-27,0,0,71,176,10,12
646150,Winter Wolves Classic Games Collection    ,2017-10-25,0,0,1,1,0,0
646180,Nightcrawler VR Bowling                   ,2017-06-15,0,0,1,2,0,0
646200,Dead Effect 2 VR                          ,2017-10-03,0,166,663,134,178,178
646210,The Mind's Eclipse                        ,2018-01-25,0,9,26,1,0,0
646270,60 Parsecs!                               ,2018-09-18,0,40,432,92,465,465
646280,Too Many Weapons                          ,2017-05-31,0,97,16,3,0,0
646300,ChainMan                                  ,2017-08-15,0,12,8,3,0,0
646310,ProjectM : Daydream                       ,2017-09-04,0,0,57,21,0,0
646330,Darkness and Flame: Missing Memories      ,2017-10-24,0,22,18,2,0,0
646350,Tracon!2012:SE                            ,2018-02-08,0,0,1,3,0,0
646360,El Ministerio del Tiempo VR: El tiempo en ,2017-09-29,0,0,10,1,0,0
646370,Vesta                                     ,2018-01-19,0,21,19,0,0,0
646380,Uphill Skiing                             ,2017-06-30,0,7,9,1,0,0
646430,HARP Vefa                                 ,2017-10-06,0,0,12,17,0,0
646440,Redfoot Bluefoot Dancing                  ,2017-06-20,0,0,1,5,0,0
646460,CompliKATed                               ,2017-10-04,0,30,11,0,0,0
646470,Alicia Quatermain: Secrets Of The Lost Tre,2017-09-01,0,20,47,9,0,0
646500,Egypt: Old Kingdom                        ,2018-05-24,0,89,309,49,0,0
646530,Hop Step Sing! kiss×kiss×kiss (HQ Editio,2017-06-29,0,0,37,4,0,0
646570,Slay the Spire                            ,2019-01-23,0,43,26166,998,3034,1857
646600,Baobabs Mausoleum Ep.1: Ovnifagos Don´t E,2017-07-06,0,13,76,28,14,14
646680,Roman Adventures: Britons. Season 1       ,2018-09-20,0,0,6,1,0,0
646820,Might & Mayhem                            ,2017-06-05,0,0,46,36,0,0
646890,Distant Nightmare - Virtual reality       ,2017-06-30,0,0,2,5,0,0
646910,The Crew™ 2                             ,2018-06-28,0,34,4030,3916,2029,1685
646960,Three Twenty One                          ,2017-06-30,0,20,21,19,0,0
647000,RoBros                                    ,2017-06-14,0,0,36,42,0,0
647050,Super Hardcore                            ,2017-07-12,0,21,10,7,0,0
647080,Haunted Halls: Green Hills Sanitarium Coll,2017-07-12,0,0,4,0,0,0
647090,Maestro: Music of Death Collector's Editio,2017-06-07,0,0,2,0,0,0
647280,Pixel Shooter                             ,2017-07-03,0,5,12,25,0,0
647410,Goodbye My King                           ,2017-06-16,0,0,69,33,0,0
647430,Game of Emperors                          ,2017-07-13,0,0,4,5,0,0
647500,Near Death Experience                     ,2017-06-09,0,0,19,7,0,0
647570,Transference™                           ,2018-09-18,0,14,117,39,0,0
647590,Space Junkies™                          ,2019-03-26,0,0,63,19,0,0
647740,Airmen                                    ,2017-07-25,0,0,77,13,0,0
647820,Order No. 227: Not one step back!         ,2018-07-03,0,50,28,31,0,0
647830,LEGO® Marvel Super Heroes 2              ,2017-11-14,0,75,870,268,114,114
647840,Ironclads 2: Caroline Islands War 1885    ,2017-07-20,0,0,12,1,0,0
647890,The Agency of Anomalies: The Last Performa,2017-06-12,0,0,1,1,0,0
647900,Riddles of Fate: Into Oblivion Collector's,2017-06-14,0,0,2,0,0,0
647910,Amaranthine Voyage: The Living Mountain Co,2017-06-16,0,0,2,0,0,0
647930,Danse Macabre: Crimson Cabaret Collector's,2017-07-10,0,0,1,0,0,0
647950,Kitty Nigiri                              ,2017-09-05,0,0,2,0,0,0
647960,Rusted Warfare - RTS                      ,2017-07-14,0,0,519,25,834,834
647980,Trojan Inc.                               ,2017-06-07,0,0,8,11,0,0
647990,Batter Up! VR                             ,2017-07-17,0,29,16,1,0,0
648020,The Fleet                                 ,2017-06-16,0,0,6,4,0,0
648050,Super Pilot                               ,2018-09-17,0,0,53,3,0,0
648060,Nucvivor                                  ,2019-04-01,0,0,11,4,0,0
648070,CrisisActionVR                            ,2017-09-11,0,20,14,10,0,0
648100,レイジングループ                  ,2017-08-23,0,0,188,6,0,0
648120,Pixel Painter                             ,2017-06-19,0,0,353,95,240,243
648190,Aliens In The Yard                        ,2017-07-25,0,50,9,0,0,0
648260,Insane Road                               ,2017-07-11,0,0,8,10,0,0
648340,Harald: A Game of Influence               ,2017-09-28,0,0,5,11,0,0
648350,Jurassic World Evolution                  ,2018-06-11,0,62,9824,4060,1201,1509
648380,Bullet Dodge                              ,2017-06-15,0,11,0,1,0,0
648390,Marie's Room                              ,2018-04-13,0,7,3763,206,30,36
648430,Hand of the Gods                          ,2018-02-20,0,43,738,537,378,473
648440,Pixel Devil and the Broken Cartridge      ,2019-02-26,0,22,44,25,0,0
648510,Choice of the Star Captain                ,2017-06-16,0,0,7,2,0,0
648530,Reckless Space Pirates                    ,2017-06-16,0,13,1,2,0,0
648550,Choice                                    ,2017-11-15,0,34,14,4,0,0
648570,Hell Dimension VR                         ,2017-09-07,0,27,13,4,0,0
648580,428: Shibuya Scramble                     ,2018-09-04,0,27,82,2,0,0
648600,FINAL FANTASY XV WINDOWS EDITION MOD ORGAN,2018-06-07,16,0,12,14,0,0
648630,Damascus Gear Operation Tokyo HD          ,2017-08-08,0,10,9,13,0,0
648640,Antiquia Lost                             ,2017-07-06,0,0,7,1,0,0
648750,Tokaido                                   ,2017-12-04,0,34,38,11,0,0
648780,It's Quiz Time                            ,2017-11-30,0,38,36,12,0,0
648800,Raft                                      ,2018-05-23,0,47,11577,3177,826,748
648810,Vehicle VR                                ,2017-06-09,0,7,20,8,0,0
648880,Guano Gladiators                          ,2017-07-07,0,27,10,0,0,0
648890,DMT: Dynamic Music Tesseract              ,2018-12-14,0,0,43,6,0,0
649000,You Shall Not Jump: PC Master Race Edition,2017-06-22,0,56,4,2,0,0
649040,Isle in the Sky                           ,2017-06-12,0,0,1,0,0,0
649120,Magician's Gambit                         ,2017-09-01,0,0,8,0,0,0
649150,Phobia                                    ,2017-06-09,0,0,11,25,0,0
649170,The Seasons                               ,2017-08-25,0,13,37,7,0,0
649190,Blast Zone! Tournament                    ,2019-02-28,0,45,256,260,0,0
649300,Wisdom of War                             ,2017-06-06,0,5,1,6,0,0
649360,昔:Yesterday                             ,2017-08-23,0,6,23,5,0,0
649450,Deadly Escape                             ,2018-02-09,0,13,37,12,0,0
649460,Space Panic: Room Escape (VR)             ,2017-06-22,0,10,6,4,0,0
649510,Bullet VR                                 ,2017-07-17,0,50,4,9,0,0
649570,Dash Dash Run!                            ,2017-08-02,0,17,6,2,0,0
649580,Twins of the Pasture                      ,2017-07-19,0,0,207,77,0,0
649600,Swords and Sandals 2 Redux                ,2017-06-29,0,0,116,45,33,33
649620,VR Battleship YAMATO                      ,2017-08-17,0,0,40,1,0,0
649630,DarkMaze                                  ,2017-07-08,0,0,1,6,0,0
649640,Ashes Cricket                             ,2017-12-15,0,32,123,44,0,0
649660,LIBERTY VR                                ,2017-07-03,0,0,5,5,0,0
649670,ZHUST - THE ILLUSION SOUL                 ,2017-06-09,0,20,19,14,0,0
649730,OfficeBots: Reality Bytes [VR]            ,2017-08-21,0,15,4,3,0,0
649740,CRAFT BATTLE SIMULATOR                    ,2017-06-13,0,0,2,6,0,0
649790,Harvest Life                              ,2017-11-10,0,59,96,56,0,0
649810,Ostwind/Windstorm                         ,2017-07-27,0,24,49,15,0,0
649820,Slime-san: Blackbird's Kraken             ,2017-07-20,0,18,4,0,0,0
649870,NitroRage                                 ,2017-07-04,0,0,46,37,0,0
649880,Disco Time 80s VR                         ,2017-06-07,0,1,29,19,0,0
649890,Caliban Below                             ,2018-06-19,0,0,105,6,0,0
649900,Mini Guns - Omega Wars                    ,2017-11-02,0,97,208,135,11,11
649990,Writers                                   ,2017-11-20,0,22,24,2,0,0
650000,DOOM VFR                                  ,2017-11-30,18,15,849,609,122,231
650010,Mob Stadium                               ,2017-06-15,0,4,4,2,0,0
650070,OVERTURN                                  ,2017-10-17,0,6,52,10,0,0
650110,Princess Maker 3: Fairy Tales Come True   ,2017-06-27,0,119,130,91,0,0
650220,Interplanetary: Enhanced Edition          ,2017-08-02,0,27,225,56,93,113
650310,Journey of the Sword                      ,2019-01-31,0,0,0,2,0,0
650340,TublerVR                                  ,2018-10-29,0,0,0,2,0,0
650350,Machine World 2                           ,2017-07-28,0,13,80,63,0,0
650440,Warbanners                                ,2017-10-18,0,21,209,74,0,0
650490,Dinosaur Hunt First Blood                 ,2017-09-15,0,2008,52,71,5,5
650510,ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS,2018-09-04,0,25,197,83,0,0
650570,Code 7: A Story-Driven Hacking Adventure  ,2017-08-11,0,46,68,2,0,0
650600,Greece Defense TD                         ,2018-03-09,0,0,2,1,0,0
650670,Grimoire : Heralds of the Winged Exemplar ,2017-08-04,0,0,288,134,0,0
650680,Golem Creation Kit                        ,2017-07-14,0,35,31,14,0,0
650700,Yume Nikki                                ,2018-01-09,0,0,1779,166,8,8
650720,SlipDrive                                 ,2018-08-17,0,12,0,1,0,0
650730,Weeping Skies                             ,2017-06-19,0,0,9,7,0,0
650750,HYPERNOVA: Escape from Hadea              ,2017-09-06,0,35,46,8,0,0
650760,侠客风云传�?传(Tale of Wuxia:The Pr,2017-08-14,0,0,577,335,0,0
650770,Time Gun / 时间枪                      ,2017-07-06,0,0,5,2,0,0
650810,Imperatum                                 ,2018-07-16,0,33,8,16,0,0
650820,Psychic Isolation                         ,2017-08-15,0,0,2,2,0,0
650860,Wrath of Loki VR Adventure                ,2017-11-16,0,10,28,16,0,0
650880,Beyond the Invisible: Evening             ,2017-06-22,0,0,7,7,0,0
650940,Rogue Empire: Dungeon Crawler RPG         ,2019-01-25,0,34,141,25,0,0
650980,Naklua VR                                 ,2017-11-10,0,0,1,1,0,0
650990,Run Jump Die Repeat                       ,2017-06-15,0,0,0,1,0,0
651010,Nurbits                                   ,2017-07-17,0,18,5,2,0,0
651050,Fast Rolling                              ,2017-12-09,0,0,15,6,0,0
651060,Puppies vs Undead                         ,2018-02-28,0,15,12,8,0,0
651080,Moon Landing VR                           ,2018-11-07,0,0,2,1,0,0
651090,Aces High III                             ,2017-08-23,0,0,92,91,1,1
651120,Diesel Express VR                         ,2019-01-23,0,0,12,2,0,0
651170,Deep Horizon                              ,2017-07-10,0,5,5,2,0,0
651320,VRTGO                                     ,2017-06-26,0,0,3,1,0,0
651340,Shephy                                    ,2017-08-03,0,29,43,10,0,0
651360,Eskimo Bob: Starring Alfonzo              ,2017-07-21,0,0,11,0,0,0
651380,BANG! BANG! Totally Accurate Redneck Simul,2018-03-13,0,0,61,9,0,0
651470,Onirim - Solitaire Card Game              ,2017-07-26,0,58,88,26,0,0
651500,My Memory of Us                           ,2018-10-09,0,23,133,2,0,0
651520,Castle Defender                           ,2017-06-15,0,0,7,6,0,0
651550,ConcPerfect 2017                          ,2017-07-30,0,24,16,4,0,0
651560,Clash of Robots                           ,2017-11-09,0,20,5,6,0,0
651610,Booty Diver                               ,2017-09-20,0,0,1,0,0,0
651640,The Spook Inspectors                      ,2019-01-25,0,6,10,1,0,0
651650,Dunia: Masters                            ,2017-06-15,0,0,6,6,0,0
651660,Halcyon 6: Starbase Commander (LIGHTSPEED ,2017-08-09,0,82,304,89,195,245
651680,Shalnor Legends: Sacred Lands             ,2018-01-25,0,50,19,5,0,0
651690,Double Play: 2-Player VR Baseball         ,2017-07-21,0,16,3,1,0,0
651820,Little Miss Lonely                        ,2017-06-12,0,0,3,1,0,0
651970,NEON GALAXY                               ,2017-07-05,0,18,3,2,0,0
651990,The Montana Chronicles: Montana's Croatoa ,2017-07-07,0,22,1,0,0,0
652000,Quantum Pilot                             ,2017-10-20,0,24,6,2,0,0
652030,Tessa's Ark                               ,2019-02-26,0,9,9,3,0,0
652040,Children of Apollo                        ,2017-11-09,0,1,5,3,0,0
652050,The Labyrinth                             ,2017-06-21,0,22,16,1,0,0
652060,Curse of the Great Forest                 ,2017-06-24,0,0,0,1,0,0
652070,Bump+Smack                                ,2017-08-08,0,17,3,1,0,0
652090,Blockara                                  ,2017-06-22,0,11,3,1,0,0
652120,Humble Abode                              ,2017-06-27,0,0,3,1,0,0
652130,Lupus in Fabula                           ,2017-07-13,0,15,6,1,0,0
652140,Echo Nine                                 ,2017-11-07,0,0,1,0,0,0
652150,Oats Studios - Volume 1 Assets            ,2017-06-14,0,0,146,7,0,0
652160,DC Wonder: Unlimited                      ,2017-06-14,0,0,1,0,0,0
652180,VR Guest                                  ,2017-06-20,0,0,2,1,0,0
652190,Emily Wants to Play Too                   ,2017-12-13,0,14,85,20,0,0
652200,Chromaestro                               ,2017-06-15,0,17,3,0,0,0
652230,CrazyCar                                  ,2017-07-27,0,4,19,43,0,0
652270,Dark and Bright                           ,2017-11-29,0,28,7,1,0,0
652280,Unimersiv                                 ,2017-07-27,0,0,1,2,0,0
652330,HereAfter                                 ,2017-10-26,0,0,25,4,0,0
652340,Flagsplosion                              ,2017-06-28,0,45,31,1,0,0
652360,BFF or Die                                ,2018-09-13,0,40,18,3,0,0
652390,Mr Rabbit's Alphabet Forest Adventure     ,2018-07-17,0,0,11,3,0,0
652410,Brigand: Oaxaca                           ,2017-07-11,0,50,48,5,0,0
652460,Fragmentum                                ,2018-05-01,0,7,5,0,0,0
652470,Hex Tunnel                                ,2017-07-04,0,0,1,4,0,0
652480,Killbox                                   ,2017-08-24,0,0,25,15,0,0
652510,ESCAPE Room: Reality                      ,2017-06-20,0,26,7,0,0,0
652520,MarionetteAI                              ,2017-11-20,0,42,4,0,0,0
652530,Potentia                                  ,2017-07-04,0,4,9,1,0,0
652540,Mocove Arts VR                            ,2017-06-21,0,0,3,3,0,0
652550,Vickinachi                                ,2017-07-18,0,26,26,134,0,0
652560,Beached                                   ,2017-06-28,0,13,3,2,0,0
652570,Mystika 3 : Awakening of the dragons      ,2017-06-23,0,10,26,2,0,0
652600,Descent - Silence of Mind                 ,2017-08-01,0,0,27,5,0,0
652610,Stick Nightmare                           ,2017-07-15,0,0,6,1,0,0
652660,ESport Manager                            ,2018-06-18,0,0,28,28,0,0
652700,Equivoque                                 ,2017-06-27,0,0,20,2,0,0
652750,Polygon Hero                              ,2017-07-01,0,0,12,8,0,0
652760,Watchlist                                 ,2017-07-06,0,12,6,1,0,0
652800,Sojourner                                 ,2017-07-17,0,0,14,1,0,0
652810,Grabity                                   ,2018-05-30,0,15,29,0,0,0
652830,Lost Legends: The Pharaoh's Tomb          ,2017-06-30,0,0,6,5,0,0
652880,Samsara                                   ,2018-02-06,0,36,20,1,0,0
652890,Vanguard Knights                          ,2019-01-09,0,0,7,1,0,0
652910,Delay                                     ,2017-06-12,0,0,18,4,0,0
652950,Maggie's Apartment                        ,2017-08-01,0,0,91,3,99,99
652980,Loading Screen Simulator                  ,2017-07-13,0,19,5783,936,26,42
652990,Eternal Maze                              ,2017-09-11,0,3,6,0,0,0
653050,Undertaker's                              ,2017-08-02,0,7,8,8,0,0
653080,Inflatality                               ,2017-10-26,0,5,5,1,0,0
653100,Puzzle Bloc Invasion                      ,2017-12-15,0,59,1,0,0,0
653190,spaceBOUND                                ,2017-09-01,0,36,16,2,0,0
653210,Prisoner                                  ,2017-07-17,0,33,25,12,0,0
653220,Chroma Blast                              ,2017-07-07,0,31,187,43,0,0
653530,Return of the Obra Dinn                   ,2018-10-18,0,16,3960,130,160,160
653760,Crushing Blow                             ,2017-08-15,0,33,14,8,0,0
653770,The First Time I Died                     ,2017-07-05,0,0,2,0,0,0
653780,Defend Your Kingdom                       ,2017-06-27,0,30,8,2,0,0
653870,Cavern Crumblers                          ,2017-08-10,0,31,3,3,0,0
653920,Darkest Wave                              ,2017-11-24,0,0,2,0,0,0
653930,Tiny Town VR                              ,2017-08-02,0,0,74,8,0,0
653940,Zafehouse Diaries 2                       ,2017-06-16,0,30,59,13,0,0
653950,Your Smile Beyond Twilight:黄�?下的月,2017-06-23,0,9,403,23,0,0
653960,DinoBlaster                               ,2018-01-03,0,0,2,0,0,0
653970,Virtual Temple: Order of the Golden Dawn  ,2017-07-26,0,2,4,1,0,0
654000,A Quick Death                             ,2017-07-11,0,0,4,0,0,0
654010,Project MALLOW                            ,2017-07-18,0,22,4,0,0,0
654020,Ben The Exorcist                          ,2017-07-07,0,27,16,2,0,0
654050,JYDGE                                     ,2017-10-04,0,15,380,58,16,29
654070,Escape Room                               ,2017-07-04,0,0,5,4,0,0
